Variant ID,Handle,Variant,Price,SKU,Scraped at,Availability
45686449307939,farashat-bathmat-set-2pcs,White,2395.0,672b95c9b8b46,2026/01/28 03:07:21 PM,False
45686449340707,farashat-bathmat-set-2pcs,Cream,2395.0,672b95c90ae23,2026/01/28 03:07:21 PM,False
45689367494947,stone-towel-set-3pcs,White,1995.0,672b97845fb7e,2026/01/28 03:07:25 PM,False
45704144355619,stone-towel-set-3pcs,Silver,1995.0,672b9783ab949,2026/01/28 03:07:25 PM,False
46381754384675,ballerina-duvet-set,White,6395.0,672b9442c140d,2026/01/28 03:07:28 PM,True
45685065548067,esprit-towels-set-3pcs,White,1795.0,672b95a27e13f,2026/01/28 03:07:31 PM,True
46381868187939,ballerina-bath-robe,4 years to 6 years / White,645.0,672b943feffbe,2026/01/28 03:07:33 PM,True
46381868253475,ballerina-bath-robe,6 years to 8 years / White,945.0,672b9440ad92d,2026/01/28 03:07:33 PM,False
46634747429155,paradise-towel-set,White,2395.0,672b9751155c8,2026/01/28 03:07:35 PM,True
46353713201443,boxer-underwear-bag,White / 60 L X 40 W,395.0,672b944ebfea1,2026/01/28 03:07:37 PM,True
46383258698019,astronauts-swaddle-towel-sets,White,995.0,672b9440b801c,2026/01/28 03:07:39 PM,False
46383258763555,astronauts-swaddle-towel-sets,Cream,995.0,672b943fec8b4,2026/01/28 03:07:39 PM,True
46867430703395,flow-towels-set,White,2195.0,672b95f9ce279,2026/01/28 03:07:44 PM,False
46867430768931,flow-towels-set,Grey,2195.0,672b95f9218be,2026/01/28 03:07:44 PM,False
46383232647459,baby-animals-swaddle-towel-sets,White,995.0,672b9440b0b7a,2026/01/28 03:07:47 PM,False
46383232712995,baby-animals-swaddle-towel-sets,Cream,995.0,672b943fe31db,2026/01/28 03:07:47 PM,True
46336742719779,calligraphy-duvet-set,King / White,14495.0,672b94526d860,2026/01/28 03:07:49 PM,False
46353877205283,bra-and-underwear-bag,White / 60 L X 40 W,395.0,672b944f4d8e4,2026/01/28 03:07:51 PM,True
46635670307107,calligraphy-guest-set,White,495.0,672b9454bc781,2026/01/28 03:07:53 PM,False
46344867905827,table-cloth-batterflies,2.75 L x 1.8 W  with 8 Napkin / Cream,6245.0,672b9451e57ce,2026/01/28 03:07:54 PM,True
46344867971363,table-cloth-batterflies,3.25 L x 1.8 W with 10 Napkin / Cream,7495.0,672b9452b1858,2026/01/28 03:07:54 PM,False
46635615027491,calligraphy-bath-mat-set,White,4295.0,672b9451e4a21,2026/01/28 03:07:56 PM,False
46972020850979,catina-towel-set,Cream,1995.0,672b945ae006a,2026/01/28 03:07:59 PM,True
46972020949283,catina-towel-set,White,1995.0,672b945b977f6,2026/01/28 03:07:59 PM,True
46971974746403,catina-sheet-set,King / Cream,6295.0,672b945aeb17e,2026/01/28 03:08:05 PM,True
46971974811939,catina-sheet-set,King / White,6295.0,672b945ba9bdf,2026/01/28 03:08:05 PM,True
46971842167075,croisee-duvet-set,White*Khaki / King,8495.0,672b958923c75,2026/01/28 03:08:06 PM,True
47005582819619,croisee-duvet-set,White*Petroleum / King,8495.0,672b9589ef7af,2026/01/28 03:08:06 PM,True
46336763724067,calligraphy-sheet-set,King / White,11495.0,672b9454d28d8,2026/01/28 03:08:08 PM,False
46971874017571,croisee-sheet-set,White*Khaki / King,6495.0,672b958a6da2a,2026/01/28 03:08:10 PM,True
47005579870499,croisee-sheet-set,White*petroleum / King,6495.0,672b958b35baf,2026/01/28 03:08:10 PM,True
53340132475171,calligraphy-kaftan,Cream,5995.0,672b959649f5a,2026/01/28 03:08:13 PM,True
46344833761571,table-cloth-cherry,2.75 L x 1.8 W  with 8 Napkin / White,16295.0,672b945be09d6,2026/01/28 03:08:15 PM,False
46344833794339,table-cloth-cherry,2.75 L x 1.8 W  with 8 Napkin / Cream,16295.0,672b945b1cd25,2026/01/28 03:08:15 PM,True
46344833827107,table-cloth-cherry,3.25 L x 1.8 W with 10 Napkin / White,19495.0,672b945d58e02,2026/01/28 03:08:15 PM,True
46344833859875,table-cloth-cherry,3.25 L x 1.8 W with 10 Napkin / Cream,19495.0,672b945ca81af,2026/01/28 03:08:15 PM,True
46971998798115,catina-bath-mat-set,Cream,3995.0,672b94598cf7b,2026/01/28 03:08:19 PM,False
46971998896419,catina-bath-mat-set,White,3995.0,672b945a409ed,2026/01/28 03:08:19 PM,False
46971939029283,catina-duvet-set,King / Cream,7995.0,672b94599c9ab,2026/01/28 03:08:21 PM,True
46971939127587,catina-duvet-set,King / White,7995.0,672b945a57afe,2026/01/28 03:08:21 PM,False
46635648418083,calligraphy-towel-set,White,2195.0,672b9457c9bbf,2026/01/28 03:08:23 PM,False
46336987463971,effect-bathmat-set,White,3995.0,672b95972def1,2026/01/28 03:08:25 PM,True
46339612377379,effect-bathmat-set,Silver,3995.0,672b9596703af,2026/01/28 03:08:25 PM,True
46867849150755,croisse-bath-mat-set,White*Khaki,4295.0,672b958a677f9,2026/01/28 03:08:27 PM,True
46867849183523,croisse-bath-mat-set,White*Petroleum,4295.0,672b958b292d6,2026/01/28 03:08:27 PM,True
46881198375203,darawesh-kaftan,Cream,3495.0,672b959649f5a,2026/01/28 03:08:29 PM,True
46329358319907,effect-sheet-set,King / White,10995.0,672b959d292ea,2026/01/28 03:08:30 PM,False
46339606446371,effect-sheet-set,King / Silver,10995.0,672b959c6d0fd,2026/01/28 03:08:30 PM,True
47067711897891,croisse-guest-towel-set,White x Khaki,495.0,672b958d77fde,2026/01/28 03:08:32 PM,True
47067711930659,croisse-guest-towel-set,White x Petroleum,495.0,672b958e3d5a7,2026/01/28 03:08:32 PM,False
46336937394467,effect-towel-set,White,1995.0,672b959fa9cfc,2026/01/28 03:08:33 PM,True
46339606085923,effect-towel-set,Silver,1995.0,672b959ef2973,2026/01/28 03:08:33 PM,True
46329345900835,effect-duvet-set,King / White,13995.0,672b959aa4c2e,2026/01/28 03:08:35 PM,False
46339610738979,effect-duvet-set,King / Silver,13995.0,672b9599ded1c,2026/01/28 03:08:35 PM,False
47068001403171,effect-bath-robe,White / Fits up to large,3245.0,672b959a18e11,2026/01/28 03:08:37 PM,False
