Product,Handle,Price,SKU,Availability,Variant Title,Variant ID,Weight,Inventory Management,Product URL,Scraped at,Description
Banana Tropicana,banana-tropicana,500.0,,False,1&2YRS,41645215056044,0,shopify,https://babybananaeg.com/products/banana-tropicana,2026/02/22 02:16:30 PM,"A fresh take on our best seller set that made everyone go bananas! so many ways to go bananas with this set! A vibrant set with ruffled shorts and a wrap around top that can be worn three ways! you can tie it in the front, tie it in the back or wrap it around your neck Wear the shorts with a plain t-shirt when you're in the city, and pair with the tie-top once you hit the beach. you can even wear the top separately with denim shorts!"
Banana Tropicana,banana-tropicana,500.0,,False,4YRS,41645215088812,0,shopify,https://babybananaeg.com/products/banana-tropicana,2026/02/22 02:16:30 PM,"A fresh take on our best seller set that made everyone go bananas! so many ways to go bananas with this set! A vibrant set with ruffled shorts and a wrap around top that can be worn three ways! you can tie it in the front, tie it in the back or wrap it around your neck Wear the shorts with a plain t-shirt when you're in the city, and pair with the tie-top once you hit the beach. you can even wear the top separately with denim shorts!"
Banana Tropicana,banana-tropicana,500.0,,True,6YRS,41645215121580,0,shopify,https://babybananaeg.com/products/banana-tropicana,2026/02/22 02:16:30 PM,"A fresh take on our best seller set that made everyone go bananas! so many ways to go bananas with this set! A vibrant set with ruffled shorts and a wrap around top that can be worn three ways! you can tie it in the front, tie it in the back or wrap it around your neck Wear the shorts with a plain t-shirt when you're in the city, and pair with the tie-top once you hit the beach. you can even wear the top separately with denim shorts!"
Banana Tropicana,banana-tropicana,500.0,,False,8YRS,41645215154348,0,shopify,https://babybananaeg.com/products/banana-tropicana,2026/02/22 02:16:30 PM,"A fresh take on our best seller set that made everyone go bananas! so many ways to go bananas with this set! A vibrant set with ruffled shorts and a wrap around top that can be worn three ways! you can tie it in the front, tie it in the back or wrap it around your neck Wear the shorts with a plain t-shirt when you're in the city, and pair with the tie-top once you hit the beach. you can even wear the top separately with denim shorts!"
Banana Tropicana,banana-tropicana,500.0,,True,10YRS,41645215187116,0,shopify,https://babybananaeg.com/products/banana-tropicana,2026/02/22 02:16:30 PM,"A fresh take on our best seller set that made everyone go bananas! so many ways to go bananas with this set! A vibrant set with ruffled shorts and a wrap around top that can be worn three ways! you can tie it in the front, tie it in the back or wrap it around your neck Wear the shorts with a plain t-shirt when you're in the city, and pair with the tie-top once you hit the beach. you can even wear the top separately with denim shorts!"
Bubble Gum Bum White,bubble-gum-bum-white,500.0,,True,2YRS,41127688929452,0,shopify,https://babybananaeg.com/products/bubble-gum-bum-white,2026/02/22 02:16:31 PM,Also available in black
Bubble Gum Bum White,bubble-gum-bum-white,500.0,,True,4YRS,41127688962220,0,shopify,https://babybananaeg.com/products/bubble-gum-bum-white,2026/02/22 02:16:31 PM,Also available in black
Bubble Gum Bum White,bubble-gum-bum-white,500.0,,True,6YRS,41127688994988,0,shopify,https://babybananaeg.com/products/bubble-gum-bum-white,2026/02/22 02:16:31 PM,Also available in black
Bubble Gum Bum White,bubble-gum-bum-white,500.0,,True,8YRS,41127689027756,0,shopify,https://babybananaeg.com/products/bubble-gum-bum-white,2026/02/22 02:16:31 PM,Also available in black
Bubble Gum Bum White,bubble-gum-bum-white,500.0,,True,10YRS,41127689060524,0,shopify,https://babybananaeg.com/products/bubble-gum-bum-white,2026/02/22 02:16:31 PM,Also available in black
Bubble Gum Bum White,bubble-gum-bum-white,500.0,,False,12,42465869693100,0,shopify,https://babybananaeg.com/products/bubble-gum-bum-white,2026/02/22 02:16:31 PM,Also available in black
Crazy for Daisy,pink-queen-copy,900.0,,False,4YRS,44349089087660,0,shopify,https://babybananaeg.com/products/pink-queen-copy,2026/02/22 02:16:32 PM,"As fresh as it gets in this playful vibrant set! A ruffled multi tier skirt that will make one massive twirl, and a one shoulder ruffled top that can be styled in so many ways! Definitely our favorite set this summer!"
Crazy for Daisy,pink-queen-copy,900.0,,True,6YRS,44349089120428,0,shopify,https://babybananaeg.com/products/pink-queen-copy,2026/02/22 02:16:32 PM,"As fresh as it gets in this playful vibrant set! A ruffled multi tier skirt that will make one massive twirl, and a one shoulder ruffled top that can be styled in so many ways! Definitely our favorite set this summer!"
Crazy for Daisy,pink-queen-copy,900.0,,True,8YRS,44349089153196,0,shopify,https://babybananaeg.com/products/pink-queen-copy,2026/02/22 02:16:32 PM,"As fresh as it gets in this playful vibrant set! A ruffled multi tier skirt that will make one massive twirl, and a one shoulder ruffled top that can be styled in so many ways! Definitely our favorite set this summer!"
Crazy for Daisy,pink-queen-copy,900.0,,True,10YRS,44349089185964,0,shopify,https://babybananaeg.com/products/pink-queen-copy,2026/02/22 02:16:32 PM,"As fresh as it gets in this playful vibrant set! A ruffled multi tier skirt that will make one massive twirl, and a one shoulder ruffled top that can be styled in so many ways! Definitely our favorite set this summer!"
Crazy for Daisy,pink-queen-copy,900.0,,True,2 YRS,44349089218732,0,shopify,https://babybananaeg.com/products/pink-queen-copy,2026/02/22 02:16:32 PM,"As fresh as it gets in this playful vibrant set! A ruffled multi tier skirt that will make one massive twirl, and a one shoulder ruffled top that can be styled in so many ways! Definitely our favorite set this summer!"
Crazy for Daisy,pink-queen-copy,900.0,,True,12 YRS,44349089251500,0,shopify,https://babybananaeg.com/products/pink-queen-copy,2026/02/22 02:16:32 PM,"As fresh as it gets in this playful vibrant set! A ruffled multi tier skirt that will make one massive twirl, and a one shoulder ruffled top that can be styled in so many ways! Definitely our favorite set this summer!"
Cotton candy fringe top,cotton-candy-fringe-top,1000.0,,True,Baby (6M-18M),44287128305836,0,shopify,https://babybananaeg.com/products/cotton-candy-fringe-top,2026/02/22 02:16:33 PM,Handmade with love by Egyptian women especially for our 10th anniversary! This colorful fringes top with vibrant colors is guaranteed to make you go bananas! Rock it with your jeans in the city or wear it with your favorite shorts to the beach. Handmade with love = Hand-wash cold
Cotton candy fringe top,cotton-candy-fringe-top,1000.0,,True,S(2-4 YRS),44287075549356,0,shopify,https://babybananaeg.com/products/cotton-candy-fringe-top,2026/02/22 02:16:33 PM,Handmade with love by Egyptian women especially for our 10th anniversary! This colorful fringes top with vibrant colors is guaranteed to make you go bananas! Rock it with your jeans in the city or wear it with your favorite shorts to the beach. Handmade with love = Hand-wash cold
Cotton candy fringe top,cotton-candy-fringe-top,1000.0,,True,M (6-8 YRS),44287075582124,0,shopify,https://babybananaeg.com/products/cotton-candy-fringe-top,2026/02/22 02:16:33 PM,Handmade with love by Egyptian women especially for our 10th anniversary! This colorful fringes top with vibrant colors is guaranteed to make you go bananas! Rock it with your jeans in the city or wear it with your favorite shorts to the beach. Handmade with love = Hand-wash cold
Cotton candy fringe top,cotton-candy-fringe-top,1000.0,,True,L ( 10-12 YRS),44287075614892,0,shopify,https://babybananaeg.com/products/cotton-candy-fringe-top,2026/02/22 02:16:33 PM,Handmade with love by Egyptian women especially for our 10th anniversary! This colorful fringes top with vibrant colors is guaranteed to make you go bananas! Rock it with your jeans in the city or wear it with your favorite shorts to the beach. Handmade with love = Hand-wash cold
Cotton candy fringe top,cotton-candy-fringe-top,1000.0,,True,XL (12-14 YRS),44298913317036,0,shopify,https://babybananaeg.com/products/cotton-candy-fringe-top,2026/02/22 02:16:33 PM,Handmade with love by Egyptian women especially for our 10th anniversary! This colorful fringes top with vibrant colors is guaranteed to make you go bananas! Rock it with your jeans in the city or wear it with your favorite shorts to the beach. Handmade with love = Hand-wash cold
Baby fringes top,baby-fringes-top,1000.0,,True,Baby (6M-18M),44287113527468,0,shopify,https://babybananaeg.com/products/baby-fringes-top,2026/02/22 02:16:34 PM,Handmade with love by Egyptian women especially for our 10th anniversary! This colorful fringes top with vibrant colors is guaranteed to make you go bananas! Rock it with your jeans in the city or wear it with your favorite shorts to the beach. Handmade with love = Hand-wash cold
Baby fringes top,baby-fringes-top,1000.0,,True,S(2-4 YRS),44287092326572,0,shopify,https://babybananaeg.com/products/baby-fringes-top,2026/02/22 02:16:34 PM,Handmade with love by Egyptian women especially for our 10th anniversary! This colorful fringes top with vibrant colors is guaranteed to make you go bananas! Rock it with your jeans in the city or wear it with your favorite shorts to the beach. Handmade with love = Hand-wash cold
Baby fringes top,baby-fringes-top,1000.0,,True,M (6-8 YRS),44287092359340,0,shopify,https://babybananaeg.com/products/baby-fringes-top,2026/02/22 02:16:34 PM,Handmade with love by Egyptian women especially for our 10th anniversary! This colorful fringes top with vibrant colors is guaranteed to make you go bananas! Rock it with your jeans in the city or wear it with your favorite shorts to the beach. Handmade with love = Hand-wash cold
