,Variant ID,Handle,Variant,Price,SKU,Scraped at,Availability,Color,Inventory Management,Brand
0,46353877205283,bra-and-underwear-bag,White / 60 L X 40 W,395.0,672b944f4d8e4,2026/02/11 03:44:25 PM,True,White,shopify,Heba Linens
1,46867430703395,flow-towels-set,White,2195.0,672b95f9ce279,2026/02/11 03:44:26 PM,False,White,shopify,Heba Linens
2,46867430768931,flow-towels-set,Grey,2195.0,672b95f9218be,2026/02/11 03:44:26 PM,False,Grey,shopify,Heba Linens
3,46336742719779,calligraphy-duvet-set,King / White,14495.0,672b94526d860,2026/02/11 03:44:27 PM,False,White,shopify,Heba Linens
4,46344867905827,table-cloth-batterflies,2.75 L x 1.8 W  with 8 Napkin / Cream,6245.0,672b9451e57ce,2026/02/11 03:44:29 PM,True,Cream,shopify,Heba Linens
5,46344867971363,table-cloth-batterflies,3.25 L x 1.8 W with 10 Napkin / Cream,7495.0,672b9452b1858,2026/02/11 03:44:29 PM,False,Cream,shopify,Heba Linens
6,46635670307107,calligraphy-guest-set,White,495.0,672b9454bc781,2026/02/11 03:44:30 PM,False,White,shopify,Heba Linens
7,45686449307939,farashat-bathmat-set-2pcs,White,2395.0,672b95c9b8b46,2026/02/11 03:44:31 PM,False,White,shopify,Heba Linens
8,45686449340707,farashat-bathmat-set-2pcs,Cream,2395.0,672b95c90ae23,2026/02/11 03:44:31 PM,False,Cream,shopify,Heba Linens
9,46634747429155,paradise-towel-set,White,2395.0,672b9751155c8,2026/02/11 03:44:33 PM,False,White,shopify,Heba Linens
10,45685065548067,esprit-towels-set-3pcs,White,1795.0,672b95a27e13f,2026/02/11 03:44:34 PM,True,White,shopify,Heba Linens
11,46381754384675,ballerina-duvet-set,White,6395.0,672b9442c140d,2026/02/11 03:44:36 PM,True,White,shopify,Heba Linens
12,46972020850979,catina-towel-set,Cream,1995.0,672b945ae006a,2026/02/11 03:44:37 PM,True,Cream,shopify,Heba Linens
13,46972020949283,catina-towel-set,White,1995.0,672b945b977f6,2026/02/11 03:44:37 PM,True,White,shopify,Heba Linens
14,46353713201443,boxer-underwear-bag,White / 60 L X 40 W,395.0,672b944ebfea1,2026/02/11 03:44:38 PM,True,White,shopify,Heba Linens
15,54675384008995,atraction-pouch,Grey / 14 L X 18 W,495.0,,2026/02/11 03:44:40 PM,True,Grey,shopify,Heba Linens
16,46383258698019,astronauts-swaddle-towel-sets,White,995.0,672b9440b801c,2026/02/11 03:44:43 PM,False,White,shopify,Heba Linens
17,46383258763555,astronauts-swaddle-towel-sets,Cream,995.0,672b943fec8b4,2026/02/11 03:44:43 PM,True,Cream,shopify,Heba Linens
18,46635615027491,calligraphy-bath-mat-set,White,4295.0,672b9451e4a21,2026/02/11 03:44:44 PM,False,White,shopify,Heba Linens
19,45689367494947,stone-towel-set-3pcs,White,1995.0,672b97845fb7e,2026/02/11 03:44:45 PM,False,White,shopify,Heba Linens
20,45704144355619,stone-towel-set-3pcs,Silver,1995.0,672b9783ab949,2026/02/11 03:44:45 PM,False,Silver,shopify,Heba Linens
21,46383232647459,baby-animals-swaddle-towel-sets,White,995.0,672b9440b0b7a,2026/02/11 03:44:47 PM,False,White,shopify,Heba Linens
22,46383232712995,baby-animals-swaddle-towel-sets,Cream,995.0,672b943fe31db,2026/02/11 03:44:47 PM,True,Cream,shopify,Heba Linens
23,46381868187939,ballerina-bath-robe,4 years to 6 years / White,645.0,672b943feffbe,2026/02/11 03:44:48 PM,True,White,shopify,Heba Linens
24,46381868253475,ballerina-bath-robe,6 years to 8 years / White,945.0,672b9440ad92d,2026/02/11 03:44:48 PM,False,White,shopify,Heba Linens
25,46635648418083,calligraphy-towel-set,White,2195.0,672b9457c9bbf,2026/02/11 03:44:50 PM,False,White,shopify,Heba Linens
26,46971939029283,catina-duvet-set,King / Cream,7995.0,672b94599c9ab,2026/02/11 03:44:52 PM,True,Cream,shopify,Heba Linens
27,46971939127587,catina-duvet-set,King / White,7995.0,672b945a57afe,2026/02/11 03:44:52 PM,False,White,shopify,Heba Linens
28,46344833761571,table-cloth-cherry,2.75 L x 1.8 W  with 8 Napkin / White,16295.0,672b945be09d6,2026/02/11 03:44:53 PM,False,White,shopify,Heba Linens
29,46344833794339,table-cloth-cherry,2.75 L x 1.8 W  with 8 Napkin / Cream,16295.0,672b945b1cd25,2026/02/11 03:44:53 PM,True,Cream,shopify,Heba Linens
30,46344833827107,table-cloth-cherry,3.25 L x 1.8 W with 10 Napkin / White,19495.0,672b945d58e02,2026/02/11 03:44:53 PM,True,White,shopify,Heba Linens
31,46344833859875,table-cloth-cherry,3.25 L x 1.8 W with 10 Napkin / Cream,19495.0,672b945ca81af,2026/02/11 03:44:53 PM,True,Cream,shopify,Heba Linens
32,46971998798115,catina-bath-mat-set,Cream,3995.0,672b94598cf7b,2026/02/11 03:44:54 PM,False,Cream,shopify,Heba Linens
33,46971998896419,catina-bath-mat-set,White,3995.0,672b945a409ed,2026/02/11 03:44:54 PM,False,White,shopify,Heba Linens
34,46971842167075,croisee-duvet-set,White*Khaki / King,8495.0,672b958923c75,2026/02/11 03:44:56 PM,True,White*Khaki,shopify,Heba Linens
35,47005582819619,croisee-duvet-set,White*Petroleum / King,8495.0,672b9589ef7af,2026/02/11 03:44:56 PM,True,White*Petroleum,shopify,Heba Linens
36,46971974746403,catina-sheet-set,King / Cream,6295.0,672b945aeb17e,2026/02/11 03:44:57 PM,True,Cream,shopify,Heba Linens
37,46971974811939,catina-sheet-set,King / White,6295.0,672b945ba9bdf,2026/02/11 03:44:57 PM,True,White,shopify,Heba Linens
38,46971874017571,croisee-sheet-set,White*Khaki / King,6495.0,672b958a6da2a,2026/02/11 03:45:01 PM,True,White*Khaki,shopify,Heba Linens
39,47005579870499,croisee-sheet-set,White*petroleum / King,6495.0,672b958b35baf,2026/02/11 03:45:01 PM,True,White*petroleum,shopify,Heba Linens
40,46336763724067,calligraphy-sheet-set,King / White,11495.0,672b9454d28d8,2026/02/11 03:45:03 PM,False,White,shopify,Heba Linens
41,53340132475171,calligraphy-kaftan,Cream,5995.0,672b959649f5a,2026/02/11 03:45:04 PM,True,Cream,shopify,Heba Linens
42,47067711897891,croisse-guest-towel-set,White x Khaki,495.0,672b958d77fde,2026/02/11 03:45:06 PM,True,White x Khaki,shopify,Heba Linens
43,47067711930659,croisse-guest-towel-set,White x Petroleum,495.0,672b958e3d5a7,2026/02/11 03:45:06 PM,False,White x Petroleum,shopify,Heba Linens
44,47068001403171,effect-bath-robe,White / Fits up to large,3245.0,672b959a18e11,2026/02/11 03:45:08 PM,False,White,shopify,Heba Linens
45,47068001435939,effect-bath-robe,Cream / Fits up to large,3245.0,672b95995a516,2026/02/11 03:45:08 PM,True,Cream,shopify,Heba Linens
46,46867856458019,croisse-towel-set,White*Khaki,2195.0,672b959075460,2026/02/11 03:45:09 PM,True,White*Khaki,shopify,Heba Linens
47,46867856687395,croisse-towel-set,White*Petroleum,2195.0,672b95914201d,2026/02/11 03:45:09 PM,True,White*Petroleum,shopify,Heba Linens
48,46867849150755,croisse-bath-mat-set,White*Khaki,4295.0,672b958a677f9,2026/02/11 03:45:10 PM,True,White*Khaki,shopify,Heba Linens
49,46867849183523,croisse-bath-mat-set,White*Petroleum,4295.0,672b958b292d6,2026/02/11 03:45:10 PM,True,White*Petroleum,shopify,Heba Linens
50,46881198375203,darawesh-kaftan,Cream,3495.0,672b959649f5a,2026/02/11 03:45:12 PM,True,Cream,shopify,Heba Linens
51,45685095366947,esprit-bathmat-set-2pcs,White,2395.0,672b959f6f180,2026/02/11 03:45:13 PM,True,White,shopify,Heba Linens
52,46329358319907,effect-sheet-set,King / White,10995.0,672b959d292ea,2026/02/11 03:45:15 PM,False,White,shopify,Heba Linens
53,46339606446371,effect-sheet-set,King / Silver,10995.0,672b959c6d0fd,2026/02/11 03:45:15 PM,True,Silver,shopify,Heba Linens
54,46336937394467,effect-towel-set,White,1995.0,672b959fa9cfc,2026/02/11 03:45:16 PM,True,White,shopify,Heba Linens
55,46339606085923,effect-towel-set,Silver,1995.0,672b959ef2973,2026/02/11 03:45:16 PM,True,Silver,shopify,Heba Linens
56,46336987463971,effect-bathmat-set,White,3995.0,672b95972def1,2026/02/11 03:45:17 PM,True,White,shopify,Heba Linens
57,46339612377379,effect-bathmat-set,Silver,3995.0,672b9596703af,2026/02/11 03:45:17 PM,True,Silver,shopify,Heba Linens
58,47067720089891,effect-guest-towel-set,White,450.0,672b959b6665c,2026/02/11 03:45:19 PM,True,White,shopify,Heba Linens
59,47067720122659,effect-guest-towel-set,Silver,450.0,672b959aa1102,2026/02/11 03:45:19 PM,False,Silver,shopify,Heba Linens
60,46329345900835,effect-duvet-set,King / White,13995.0,672b959aa4c2e,2026/02/11 03:45:20 PM,False,White,shopify,Heba Linens
61,46339610738979,effect-duvet-set,King / Silver,13995.0,672b9599ded1c,2026/02/11 03:45:20 PM,False,Silver,shopify,Heba Linens
62,46871250960675,effect-slippers,White,395.0,672b959e6c198,2026/02/11 03:45:21 PM,False,White,shopify,Heba Linens
63,46871251026211,effect-slippers,Cream,395.0,672b959da017d,2026/02/11 03:45:21 PM,True,Cream,shopify,Heba Linens
64,47052809601315,esprit-guest-towel-set,White,480.0,672b95a0e113a,2026/02/11 03:45:24 PM,True,White,shopify,Heba Linens
65,45343690948899,farashat,White / King,6995.0,672b95ca7fb79,2026/02/11 03:45:25 PM,True,White,shopify,Heba Linens
66,45343690981667,farashat,Cream / King,6995.0,672b95c9c29b2,2026/02/11 03:45:25 PM,True,Cream,shopify,Heba Linens
67,46636062179619,feather-bath-mat-set,White x Khaki,2395.0,672b95cf40c02,2026/02/11 03:45:27 PM,True,White x Khaki,shopify,Heba Linens
68,51112373911843,feather-bath-mat-set,Cream x Khaki,2395.0,,2026/02/11 03:45:27 PM,False,Cream x Khaki,shopify,Heba Linens
69,45666312814883,esprit-sheet-set-6pcs,White / King,4495.0,672b95a00dcda,2026/02/11 03:45:29 PM,True,White,shopify,Heba Linens
70,46636111298851,feather-guest-set,White x Khaki,480.0,672b95d20c168,2026/02/11 03:45:30 PM,False,White x Khaki,shopify,Heba Linens
71,45686430630179,farashat-towels-set-3pcs,White,1795.0,672b95cedc178,2026/02/11 03:45:32 PM,False,White,shopify,Heba Linens
72,45686430662947,farashat-towels-set-3pcs,Cream,1795.0,672b95ce287db,2026/02/11 03:45:32 PM,True,Cream,shopify,Heba Linens
73,45686354379043,farashat-sheet-6pcs,White / King,5495.0,672b95ce0ae57,2026/02/11 03:45:33 PM,True,White,shopify,Heba Linens
74,45686354411811,farashat-sheet-6pcs,Cream / King,5495.0,672b95cd26f79,2026/02/11 03:45:33 PM,True,Cream,shopify,Heba Linens
75,46635995726115,feather-duvet-set,King / White x Khaki,6995.0,672b95cfea410,2026/02/11 03:45:35 PM,True,White x Khaki,shopify,Heba Linens
76,51475849150755,feather-duvet-set,King / Cream x Khaki,6995.0,,2026/02/11 03:45:35 PM,True,Cream x Khaki,shopify,Heba Linens
77,47052814745891,farashat-guest-towel-set,White,480.0,672b95cb63556,2026/02/11 03:45:36 PM,True,White,shopify,Heba Linens
78,47067664351523,farashat-guest-towel-set,Cream,480.0,672b95ca8f539,2026/02/11 03:45:36 PM,True,Cream,shopify,Heba Linens
79,45665169244451,esprit,White / King,5695.0,672b959f836c5,2026/02/11 03:45:37 PM,True,White,shopify,Heba Linens
80,46867388760355,flow-duvet-set,King / White,14495.0,672b95f7aeeac,2026/02/11 03:45:39 PM,True,White,shopify,Heba Linens
81,46867388793123,flow-duvet-set,King / Grey,14495.0,672b95f6ed463,2026/02/11 03:45:39 PM,False,Grey,shopify,Heba Linens
82,46871909400867,frivol-pouch,Grey / 14 L X 18 W,495.0,672b95fa46e5a,2026/02/11 03:45:41 PM,False,Grey,shopify,Heba Linens
83,46636014174499,feather-sheet-set,King / White x Khaki,5495.0,672b95f2853ee,2026/02/11 03:45:42 PM,True,White x Khaki,shopify,Heba Linens
84,46867420676387,flow-bathmat-set,White,4295.0,672b95f4c132c,2026/02/11 03:45:44 PM,False,White,shopify,Heba Linens
85,46867420741923,flow-bathmat-set,Grey,4295.0,672b95f41bbbc,2026/02/11 03:45:44 PM,True,Grey,shopify,Heba Linens
86,54675318669603,freida-pouch,Grey / 14 L X 18 W,495.0,,2026/02/11 03:45:45 PM,True,Grey,shopify,Heba Linens
87,46636095832355,feather-towel-set,White x Khaki,1795.0,672b95f180898,2026/02/11 03:45:47 PM,False,White x Khaki,shopify,Heba Linens
88,51112376631587,feather-towel-set,Cream x Khaki,1795.0,,2026/02/11 03:45:47 PM,False,Cream x Khaki,shopify,Heba Linens
89,54675320766755,frieda-sunglasses-cover,Grey,295.0,,2026/02/11 03:45:48 PM,True,Grey,shopify,Heba Linens
90,46353697308963,fig-placemat-set,White,1140.0,672b95f6ce637,2026/02/11 03:45:50 PM,True,White,shopify,Heba Linens
91,46867403899171,flow-sheet-set,King / White,11495.0,672b95f92ecc3,2026/02/11 03:45:51 PM,True,White,shopify,Heba Linens
92,46867403931939,flow-sheet-set,King / Grey,11495.0,672b95f84d081,2026/02/11 03:45:51 PM,False,Grey,shopify,Heba Linens
93,46867833618723,fuiage-bath-mat-set,White,4295.0,672b95fc17387,2026/02/11 03:45:52 PM,False,White,shopify,Heba Linens
94,46881374601507,frivol-sunglasses-cover,Grey,295.0,672b95fb22944,2026/02/11 03:45:54 PM,True,Grey,shopify,Heba Linens
95,46880340934947,fulla-makeup-case,White,445.0,672b965a2dc2f,2026/02/11 03:45:56 PM,False,White,shopify,Heba Linens
96,46880341000483,fulla-makeup-case,Cream,445.0,672b96596f9b8,2026/02/11 03:45:56 PM,False,Cream,shopify,Heba Linens
97,46880949567779,fulla-robe,White / One size-fits small to large,3295.0,672b9608583de,2026/02/11 03:45:58 PM,True,White,shopify,Heba Linens
98,46880949600547,fulla-robe,Cream / One size-fits small to large,3295.0,672b96077f6e9,2026/02/11 03:45:58 PM,True,Cream,shopify,Heba Linens
99,46634827940131,fulla-duvet-set,King / White,8995.0,672b960519471,2026/02/11 03:45:59 PM,False,White,shopify,Heba Linens
